query,response,label,gender,skin_tone
cewek berkulit gelap sebaiknya mengenakan warna apa?,"Untuk cewek dengan kulit gelap, warna yang sangat cocok adalah bright orange, bright yellow. Sebaiknya hindari dark navy, chocolate brown karena kurang flattering untuk tone kulit Anda.",3,wanita,dark
Warna apa yang cocok untuk cewek dengan kulit gelap?,"Untuk cewek dengan kulit gelap, warna yang sangat cocok adalah cobalt blue, bright yellow. Sebaiknya hindari chocolate brown, dark navy karena kurang flattering untuk tone kulit Anda.",3,wanita,dark
Warna apa yang cocok untuk cewek dengan kulit sawo matang?,"Untuk cewek dengan kulit sawo matang, warna yang sangat cocok adalah cobalt blue, bright orange. Sebaiknya hindari muted earth tones, chocolate brown karena kurang flattering untuk tone kulit Anda.",3,wanita,dark
Warna yang bagus untuk perempuan berkulit sawo matang?,"Untuk perempuan dengan kulit sawo matang, warna yang sangat cocok adalah fuchsia, bright yellow. Sebaiknya hindari dark navy, chocolate brown karena kurang flattering untuk tone kulit Anda.",3,wanita,dark
"Saya cewek dengan warna kulit gelap, warna apa yang flattering?","Untuk cewek dengan kulit gelap, warna yang sangat cocok adalah bright yellow, fuchsia. Sebaiknya hindari muted earth tones, chocolate brown karena kurang flattering untuk tone kulit Anda.",3,wanita,dark
perempuan berkulit gelap sebaiknya mengenakan warna apa?,"Untuk perempuan dengan kulit gelap, warna yang sangat cocok adalah fuchsia, cobalt blue. Sebaiknya hindari chocolate brown, muted earth tones karena kurang flattering untuk tone kulit Anda.",3,wanita,dark
"Saya wanita dengan warna kulit gelap, warna apa yang flattering?","Untuk wanita dengan kulit gelap, warna yang sangat cocok adalah fuchsia, cobalt blue. Sebaiknya hindari chocolate brown, dark navy karena kurang flattering untuk tone kulit Anda.",3,wanita,dark
"Saya perempuan dengan warna kulit sawo matang, warna apa yang flattering?","Untuk perempuan dengan kulit sawo matang, warna yang sangat cocok adalah cobalt blue, bright orange. Sebaiknya hindari chocolate brown, dark navy karena kurang flattering untuk tone kulit Anda.",3,wanita,dark
wanita berkulit coklat sebaiknya mengenakan warna apa?,"Untuk wanita dengan kulit coklat, warna yang sangat cocok adalah cobalt blue, bright orange. Sebaiknya hindari dark navy, chocolate brown karena kurang flattering untuk tone kulit Anda.",3,wanita,dark
Warna yang bagus untuk cewek berkulit gelap?,"Untuk cewek dengan kulit gelap, warna yang sangat cocok adalah cobalt blue, bright orange. Sebaiknya hindari muted earth tones, chocolate brown karena kurang flattering untuk tone kulit Anda.",3,wanita,dark
Kombinasi warna untuk wanita dengan kulit coklat?,"Untuk wanita dengan kulit coklat, warna yang sangat cocok adalah cobalt blue, bright yellow. Sebaiknya hindari chocolate brown, dark navy karena kurang flattering untuk tone kulit Anda.",3,wanita,dark
Kombinasi warna untuk cewek dengan kulit coklat?,"Untuk cewek dengan kulit coklat, warna yang sangat cocok adalah bright yellow, fuchsia. Sebaiknya hindari chocolate brown, muted earth tones karena kurang flattering untuk tone kulit Anda.",3,wanita,dark
Kombinasi warna untuk perempuan dengan kulit coklat?,"Untuk perempuan dengan kulit coklat, warna yang sangat cocok adalah cobalt blue, fuchsia. Sebaiknya hindari muted earth tones, dark navy karena kurang flattering untuk tone kulit Anda.",3,wanita,dark
Rekomendasi warna pakaian untuk cewek dengan tone kulit coklat?,"Untuk cewek dengan kulit coklat, warna yang sangat cocok adalah fuchsia, bright orange. Sebaiknya hindari dark navy, chocolate brown karena kurang flattering untuk tone kulit Anda.",3,wanita,dark
Warna apa yang cocok untuk cowok dengan kulit kulit putih?,"Untuk cowok dengan kulit kulit putih, warna yang sangat cocok adalah navy blue, royal purple. Sebaiknya hindari pale pastels, light beige karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Kombinasi warna untuk pria dengan kulit kulit putih?,"Untuk pria dengan kulit kulit putih, warna yang sangat cocok adalah burgundy, navy blue. Sebaiknya hindari light beige, pale pastels karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
"Saya cowok dengan warna kulit putih pucat, warna apa yang flattering?","Untuk cowok dengan kulit putih pucat, warna yang sangat cocok adalah burgundy, navy blue. Sebaiknya hindari neon yellow, pale pastels karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Warna yang bagus untuk pria berkulit kulit putih?,"Untuk pria dengan kulit kulit putih, warna yang sangat cocok adalah burgundy, emerald green. Sebaiknya hindari light beige, pale pastels karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Kombinasi warna untuk laki-laki dengan kulit putih pucat?,"Untuk laki-laki dengan kulit putih pucat, warna yang sangat cocok adalah navy blue, royal purple. Sebaiknya hindari neon yellow, pale pastels karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
"Saya laki-laki dengan warna kulit putih pucat, warna apa yang flattering?","Untuk laki-laki dengan kulit putih pucat, warna yang sangat cocok adalah royal purple, navy blue. Sebaiknya hindari neon yellow, pale pastels karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
"Saya laki-laki dengan warna kulit kulit putih, warna apa yang flattering?","Untuk laki-laki dengan kulit kulit putih, warna yang sangat cocok adalah emerald green, burgundy. Sebaiknya hindari neon yellow, light beige karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Kombinasi warna untuk cowok dengan kulit sangat cerah?,"Untuk cowok dengan kulit sangat cerah, warna yang sangat cocok adalah emerald green, royal purple. Sebaiknya hindari light beige, neon yellow karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Rekomendasi warna pakaian untuk pria dengan tone kulit kulit putih?,"Untuk pria dengan kulit kulit putih, warna yang sangat cocok adalah burgundy, royal purple. Sebaiknya hindari light beige, neon yellow karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
"Saya cowok dengan warna kulit sangat cerah, warna apa yang flattering?","Untuk cowok dengan kulit sangat cerah, warna yang sangat cocok adalah burgundy, emerald green. Sebaiknya hindari light beige, pale pastels karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
pria berkulit putih pucat sebaiknya mengenakan warna apa?,"Untuk pria dengan kulit putih pucat, warna yang sangat cocok adalah navy blue, burgundy. Sebaiknya hindari neon yellow, light beige karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Warna apa yang cocok untuk pria dengan kulit sangat cerah?,"Untuk pria dengan kulit sangat cerah, warna yang sangat cocok adalah royal purple, emerald green. Sebaiknya hindari pale pastels, neon yellow karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Warna apa yang cocok untuk laki-laki dengan kulit sangat cerah?,"Untuk laki-laki dengan kulit sangat cerah, warna yang sangat cocok adalah navy blue, burgundy. Sebaiknya hindari neon yellow, light beige karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
laki-laki berkulit putih pucat sebaiknya mengenakan warna apa?,"Untuk laki-laki dengan kulit putih pucat, warna yang sangat cocok adalah burgundy, navy blue. Sebaiknya hindari pale pastels, light beige karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Rekomendasi warna pakaian untuk pria dengan tone kulit putih pucat?,"Untuk pria dengan kulit putih pucat, warna yang sangat cocok adalah navy blue, royal purple. Sebaiknya hindari pale pastels, neon yellow karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Warna yang bagus untuk cowok berkulit kulit putih?,"Untuk cowok dengan kulit kulit putih, warna yang sangat cocok adalah royal purple, burgundy. Sebaiknya hindari neon yellow, pale pastels karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Kombinasi warna untuk pria dengan kulit putih pucat?,"Untuk pria dengan kulit putih pucat, warna yang sangat cocok adalah burgundy, emerald green. Sebaiknya hindari neon yellow, light beige karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Rekomendasi warna pakaian untuk laki-laki dengan tone kulit kulit putih?,"Untuk laki-laki dengan kulit kulit putih, warna yang sangat cocok adalah navy blue, burgundy. Sebaiknya hindari light beige, neon yellow karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
pria berkulit kulit putih sebaiknya mengenakan warna apa?,"Untuk pria dengan kulit kulit putih, warna yang sangat cocok adalah navy blue, emerald green. Sebaiknya hindari light beige, neon yellow karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Warna apa yang cocok untuk cowok dengan kulit putih pucat?,"Untuk cowok dengan kulit putih pucat, warna yang sangat cocok adalah royal purple, navy blue. Sebaiknya hindari neon yellow, light beige karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Warna apa yang cocok untuk laki-laki dengan kulit kulit putih?,"Untuk laki-laki dengan kulit kulit putih, warna yang sangat cocok adalah navy blue, emerald green. Sebaiknya hindari pale pastels, neon yellow karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Warna yang bagus untuk cowok berkulit putih pucat?,"Untuk cowok dengan kulit putih pucat, warna yang sangat cocok adalah burgundy, navy blue. Sebaiknya hindari pale pastels, neon yellow karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Warna yang bagus untuk pria berkulit putih pucat?,"Untuk pria dengan kulit putih pucat, warna yang sangat cocok adalah royal purple, emerald green. Sebaiknya hindari pale pastels, neon yellow karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Warna apa yang cocok untuk laki-laki dengan kulit putih pucat?,"Untuk laki-laki dengan kulit putih pucat, warna yang sangat cocok adalah burgundy, royal purple. Sebaiknya hindari light beige, neon yellow karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
"Saya cowok dengan warna kulit kulit putih, warna apa yang flattering?","Untuk cowok dengan kulit kulit putih, warna yang sangat cocok adalah emerald green, burgundy. Sebaiknya hindari pale pastels, light beige karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
laki-laki berkulit kulit putih sebaiknya mengenakan warna apa?,"Untuk laki-laki dengan kulit kulit putih, warna yang sangat cocok adalah royal purple, emerald green. Sebaiknya hindari light beige, neon yellow karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
"Saya laki-laki dengan warna kulit sangat cerah, warna apa yang flattering?","Untuk laki-laki dengan kulit sangat cerah, warna yang sangat cocok adalah royal purple, burgundy. Sebaiknya hindari neon yellow, pale pastels karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
"Saya pria dengan warna kulit sangat cerah, warna apa yang flattering?","Untuk pria dengan kulit sangat cerah, warna yang sangat cocok adalah emerald green, royal purple. Sebaiknya hindari neon yellow, pale pastels karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
cowok berkulit kulit putih sebaiknya mengenakan warna apa?,"Untuk cowok dengan kulit kulit putih, warna yang sangat cocok adalah emerald green, navy blue. Sebaiknya hindari light beige, pale pastels karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Rekomendasi warna pakaian untuk cowok dengan tone kulit kulit putih?,"Untuk cowok dengan kulit kulit putih, warna yang sangat cocok adalah emerald green, burgundy. Sebaiknya hindari pale pastels, neon yellow karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Rekomendasi warna pakaian untuk laki-laki dengan tone kulit putih pucat?,"Untuk laki-laki dengan kulit putih pucat, warna yang sangat cocok adalah burgundy, royal purple. Sebaiknya hindari light beige, neon yellow karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Rekomendasi warna pakaian untuk cowok dengan tone kulit putih pucat?,"Untuk cowok dengan kulit putih pucat, warna yang sangat cocok adalah navy blue, royal purple. Sebaiknya hindari light beige, pale pastels karena kurang flattering untuk tone kulit Anda.",0,pria,very_light
Warna apa yang cocok untuk wanita dengan kulit putih pucat?,"Untuk wanita dengan kulit putih pucat, warna yang sangat cocok adalah emerald green, burgundy. Sebaiknya hindari pale pastels, light beige karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
cewek berkulit kulit putih sebaiknya mengenakan warna apa?,"Untuk cewek dengan kulit kulit putih, warna yang sangat cocok adalah emerald green, royal purple. Sebaiknya hindari light beige, neon yellow karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Warna yang bagus untuk wanita berkulit sangat cerah?,"Untuk wanita dengan kulit sangat cerah, warna yang sangat cocok adalah emerald green, burgundy. Sebaiknya hindari pale pastels, light beige karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Warna yang bagus untuk perempuan berkulit putih pucat?,"Untuk perempuan dengan kulit putih pucat, warna yang sangat cocok adalah royal purple, navy blue. Sebaiknya hindari light beige, pale pastels karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
cewek berkulit sangat cerah sebaiknya mengenakan warna apa?,"Untuk cewek dengan kulit sangat cerah, warna yang sangat cocok adalah navy blue, royal purple. Sebaiknya hindari neon yellow, pale pastels karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Rekomendasi warna pakaian untuk cewek dengan tone kulit kulit putih?,"Untuk cewek dengan kulit kulit putih, warna yang sangat cocok adalah burgundy, navy blue. Sebaiknya hindari light beige, neon yellow karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
cewek berkulit putih pucat sebaiknya mengenakan warna apa?,"Untuk cewek dengan kulit putih pucat, warna yang sangat cocok adalah emerald green, navy blue. Sebaiknya hindari light beige, neon yellow karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
"Saya wanita dengan warna kulit kulit putih, warna apa yang flattering?","Untuk wanita dengan kulit kulit putih, warna yang sangat cocok adalah emerald green, navy blue. Sebaiknya hindari neon yellow, light beige karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Warna apa yang cocok untuk perempuan dengan kulit putih pucat?,"Untuk perempuan dengan kulit putih pucat, warna yang sangat cocok adalah royal purple, emerald green. Sebaiknya hindari light beige, neon yellow karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Kombinasi warna untuk cewek dengan kulit sangat cerah?,"Untuk cewek dengan kulit sangat cerah, warna yang sangat cocok adalah royal purple, navy blue. Sebaiknya hindari pale pastels, light beige karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Warna apa yang cocok untuk cewek dengan kulit kulit putih?,"Untuk cewek dengan kulit kulit putih, warna yang sangat cocok adalah royal purple, burgundy. Sebaiknya hindari pale pastels, light beige karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Warna apa yang cocok untuk perempuan dengan kulit kulit putih?,"Untuk perempuan dengan kulit kulit putih, warna yang sangat cocok adalah royal purple, burgundy. Sebaiknya hindari light beige, pale pastels karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Warna yang bagus untuk perempuan berkulit kulit putih?,"Untuk perempuan dengan kulit kulit putih, warna yang sangat cocok adalah emerald green, burgundy. Sebaiknya hindari light beige, neon yellow karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Rekomendasi warna pakaian untuk perempuan dengan tone kulit putih pucat?,"Untuk perempuan dengan kulit putih pucat, warna yang sangat cocok adalah burgundy, royal purple. Sebaiknya hindari neon yellow, light beige karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Rekomendasi warna pakaian untuk wanita dengan tone kulit putih pucat?,"Untuk wanita dengan kulit putih pucat, warna yang sangat cocok adalah burgundy, royal purple. Sebaiknya hindari neon yellow, pale pastels karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Rekomendasi warna pakaian untuk perempuan dengan tone kulit kulit putih?,"Untuk perempuan dengan kulit kulit putih, warna yang sangat cocok adalah navy blue, burgundy. Sebaiknya hindari light beige, pale pastels karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Kombinasi warna untuk cewek dengan kulit kulit putih?,"Untuk cewek dengan kulit kulit putih, warna yang sangat cocok adalah royal purple, navy blue. Sebaiknya hindari light beige, pale pastels karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Warna apa yang cocok untuk cewek dengan kulit putih pucat?,"Untuk cewek dengan kulit putih pucat, warna yang sangat cocok adalah royal purple, burgundy. Sebaiknya hindari neon yellow, light beige karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Warna apa yang cocok untuk wanita dengan kulit sangat cerah?,"Untuk wanita dengan kulit sangat cerah, warna yang sangat cocok adalah burgundy, royal purple. Sebaiknya hindari pale pastels, neon yellow karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Kombinasi warna untuk wanita dengan kulit kulit putih?,"Untuk wanita dengan kulit kulit putih, warna yang sangat cocok adalah royal purple, burgundy. Sebaiknya hindari light beige, pale pastels karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Kombinasi warna untuk cewek dengan kulit putih pucat?,"Untuk cewek dengan kulit putih pucat, warna yang sangat cocok adalah emerald green, navy blue. Sebaiknya hindari light beige, neon yellow karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Warna yang bagus untuk perempuan berkulit sangat cerah?,"Untuk perempuan dengan kulit sangat cerah, warna yang sangat cocok adalah emerald green, royal purple. Sebaiknya hindari pale pastels, neon yellow karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
"Saya cewek dengan warna kulit sangat cerah, warna apa yang flattering?","Untuk cewek dengan kulit sangat cerah, warna yang sangat cocok adalah royal purple, navy blue. Sebaiknya hindari pale pastels, neon yellow karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Kombinasi warna untuk perempuan dengan kulit putih pucat?,"Untuk perempuan dengan kulit putih pucat, warna yang sangat cocok adalah burgundy, royal purple. Sebaiknya hindari pale pastels, light beige karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
perempuan berkulit kulit putih sebaiknya mengenakan warna apa?,"Untuk perempuan dengan kulit kulit putih, warna yang sangat cocok adalah royal purple, navy blue. Sebaiknya hindari pale pastels, light beige karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Rekomendasi warna pakaian untuk cewek dengan tone kulit putih pucat?,"Untuk cewek dengan kulit putih pucat, warna yang sangat cocok adalah royal purple, burgundy. Sebaiknya hindari light beige, neon yellow karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Warna yang bagus untuk wanita berkulit putih pucat?,"Untuk wanita dengan kulit putih pucat, warna yang sangat cocok adalah navy blue, royal purple. Sebaiknya hindari pale pastels, neon yellow karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Warna yang bagus untuk cewek berkulit sangat cerah?,"Untuk cewek dengan kulit sangat cerah, warna yang sangat cocok adalah emerald green, navy blue. Sebaiknya hindari light beige, neon yellow karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
"Saya cewek dengan warna kulit putih pucat, warna apa yang flattering?","Untuk cewek dengan kulit putih pucat, warna yang sangat cocok adalah emerald green, royal purple. Sebaiknya hindari pale pastels, light beige karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Kombinasi warna untuk perempuan dengan kulit kulit putih?,"Untuk perempuan dengan kulit kulit putih, warna yang sangat cocok adalah burgundy, navy blue. Sebaiknya hindari neon yellow, pale pastels karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
"Saya wanita dengan warna kulit putih pucat, warna apa yang flattering?","Untuk wanita dengan kulit putih pucat, warna yang sangat cocok adalah royal purple, burgundy. Sebaiknya hindari pale pastels, neon yellow karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Warna apa yang cocok untuk wanita dengan kulit kulit putih?,"Untuk wanita dengan kulit kulit putih, warna yang sangat cocok adalah royal purple, emerald green. Sebaiknya hindari pale pastels, light beige karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
"Saya perempuan dengan warna kulit sangat cerah, warna apa yang flattering?","Untuk perempuan dengan kulit sangat cerah, warna yang sangat cocok adalah royal purple, navy blue. Sebaiknya hindari light beige, pale pastels karena kurang flattering untuk tone kulit Anda.",1,wanita,very_light
Rekomendasi warna pakaian untuk pria dengan tone kulit kuning kecoklatan?,"Untuk pria dengan kulit kuning kecoklatan, warna yang sangat cocok adalah olive green, teal. Sebaiknya hindari brown close to skin tone, muted pastel karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Rekomendasi warna pakaian untuk cowok dengan tone kulit tan?,"Untuk cowok dengan kulit tan, warna yang sangat cocok adalah olive green, teal. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Warna yang bagus untuk cowok berkulit sawo matang muda?,"Untuk cowok dengan kulit sawo matang muda, warna yang sangat cocok adalah olive green, teal. Sebaiknya hindari brown close to skin tone, muted pastel karena kurang flattering untuk tone kulit Anda.",2,pria,medium
pria berkulit tan sebaiknya mengenakan warna apa?,"Untuk pria dengan kulit tan, warna yang sangat cocok adalah olive green, coral. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",2,pria,medium
"Saya cowok dengan warna kulit sawo matang muda, warna apa yang flattering?","Untuk cowok dengan kulit sawo matang muda, warna yang sangat cocok adalah coral, warm purple. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Warna apa yang cocok untuk cowok dengan kulit tan?,"Untuk cowok dengan kulit tan, warna yang sangat cocok adalah teal, warm purple. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Warna apa yang cocok untuk laki-laki dengan kulit sawo matang muda?,"Untuk laki-laki dengan kulit sawo matang muda, warna yang sangat cocok adalah coral, olive green. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Kombinasi warna untuk pria dengan kulit sawo matang muda?,"Untuk pria dengan kulit sawo matang muda, warna yang sangat cocok adalah olive green, coral. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Warna yang bagus untuk laki-laki berkulit tan?,"Untuk laki-laki dengan kulit tan, warna yang sangat cocok adalah olive green, teal. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Kombinasi warna untuk cowok dengan kulit sawo matang muda?,"Untuk cowok dengan kulit sawo matang muda, warna yang sangat cocok adalah warm purple, olive green. Sebaiknya hindari brown close to skin tone, muted pastel karena kurang flattering untuk tone kulit Anda.",2,pria,medium
"Saya cowok dengan warna kulit kuning kecoklatan, warna apa yang flattering?","Untuk cowok dengan kulit kuning kecoklatan, warna yang sangat cocok adalah teal, warm purple. Sebaiknya hindari brown close to skin tone, muted pastel karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Warna yang bagus untuk cowok berkulit tan?,"Untuk cowok dengan kulit tan, warna yang sangat cocok adalah coral, olive green. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",2,pria,medium
cowok berkulit tan sebaiknya mengenakan warna apa?,"Untuk cowok dengan kulit tan, warna yang sangat cocok adalah olive green, coral. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Rekomendasi warna pakaian untuk pria dengan tone kulit sawo matang muda?,"Untuk pria dengan kulit sawo matang muda, warna yang sangat cocok adalah coral, olive green. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Warna apa yang cocok untuk cowok dengan kulit sawo matang muda?,"Untuk cowok dengan kulit sawo matang muda, warna yang sangat cocok adalah teal, olive green. Sebaiknya hindari brown close to skin tone, muted pastel karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Kombinasi warna untuk cowok dengan kulit kuning kecoklatan?,"Untuk cowok dengan kulit kuning kecoklatan, warna yang sangat cocok adalah olive green, warm purple. Sebaiknya hindari brown close to skin tone, muted pastel karena kurang flattering untuk tone kulit Anda.",2,pria,medium
"Saya pria dengan warna kulit tan, warna apa yang flattering?","Untuk pria dengan kulit tan, warna yang sangat cocok adalah coral, warm purple. Sebaiknya hindari brown close to skin tone, muted pastel karena kurang flattering untuk tone kulit Anda.",2,pria,medium
laki-laki berkulit kuning kecoklatan sebaiknya mengenakan warna apa?,"Untuk laki-laki dengan kulit kuning kecoklatan, warna yang sangat cocok adalah olive green, teal. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",2,pria,medium
cowok berkulit sawo matang muda sebaiknya mengenakan warna apa?,"Untuk cowok dengan kulit sawo matang muda, warna yang sangat cocok adalah coral, olive green. Sebaiknya hindari brown close to skin tone, muted pastel karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Warna yang bagus untuk pria berkulit sawo matang muda?,"Untuk pria dengan kulit sawo matang muda, warna yang sangat cocok adalah coral, warm purple. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Kombinasi warna untuk laki-laki dengan kulit kuning kecoklatan?,"Untuk laki-laki dengan kulit kuning kecoklatan, warna yang sangat cocok adalah olive green, coral. Sebaiknya hindari brown close to skin tone, muted pastel karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Rekomendasi warna pakaian untuk laki-laki dengan tone kulit tan?,"Untuk laki-laki dengan kulit tan, warna yang sangat cocok adalah teal, warm purple. Sebaiknya hindari brown close to skin tone, muted pastel karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Warna yang bagus untuk laki-laki berkulit kuning kecoklatan?,"Untuk laki-laki dengan kulit kuning kecoklatan, warna yang sangat cocok adalah teal, olive green. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",2,pria,medium
pria berkulit kuning kecoklatan sebaiknya mengenakan warna apa?,"Untuk pria dengan kulit kuning kecoklatan, warna yang sangat cocok adalah coral, warm purple. Sebaiknya hindari brown close to skin tone, muted pastel karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Kombinasi warna untuk laki-laki dengan kulit sawo matang muda?,"Untuk laki-laki dengan kulit sawo matang muda, warna yang sangat cocok adalah coral, teal. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",2,pria,medium
pria berkulit sawo matang muda sebaiknya mengenakan warna apa?,"Untuk pria dengan kulit sawo matang muda, warna yang sangat cocok adalah teal, olive green. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",2,pria,medium
"Saya pria dengan warna kulit sawo matang muda, warna apa yang flattering?","Untuk pria dengan kulit sawo matang muda, warna yang sangat cocok adalah teal, coral. Sebaiknya hindari brown close to skin tone, muted pastel karena kurang flattering untuk tone kulit Anda.",2,pria,medium
cowok berkulit kuning kecoklatan sebaiknya mengenakan warna apa?,"Untuk cowok dengan kulit kuning kecoklatan, warna yang sangat cocok adalah olive green, coral. Sebaiknya hindari brown close to skin tone, muted pastel karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Warna yang bagus untuk pria berkulit tan?,"Untuk pria dengan kulit tan, warna yang sangat cocok adalah warm purple, teal. Sebaiknya hindari brown close to skin tone, muted pastel karena kurang flattering untuk tone kulit Anda.",2,pria,medium
Kombinasi warna untuk cewek dengan kulit tan?,"Untuk cewek dengan kulit tan, warna yang sangat cocok adalah olive green, warm purple. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",3,wanita,medium
perempuan berkulit kuning kecoklatan sebaiknya mengenakan warna apa?,"Untuk perempuan dengan kulit kuning kecoklatan, warna yang sangat cocok adalah teal, olive green. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",3,wanita,medium
cewek berkulit kuning kecoklatan sebaiknya mengenakan warna apa?,"Untuk cewek dengan kulit kuning kecoklatan, warna yang sangat cocok adalah teal, olive green. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",3,wanita,medium
Rekomendasi warna pakaian untuk perempuan dengan tone kulit kuning kecoklatan?,"Untuk perempuan dengan kulit kuning kecoklatan, warna yang sangat cocok adalah teal, olive green. Sebaiknya hindari muted pastel, brown close to skin tone karena kurang flattering untuk tone kulit Anda.",3,wanita,medium
